# CtCdParkControl
# E:\zFAS-Jenkins\workspace\zFAS_AIT_Master_AAT\_ait\SW\0900_System\02_interfaces\CtCdParkControl\ContractHeader\Rte_CtCdParkControl.h
# Generated at: Tue Sep 10 2019 17:16
Rte_Receive_CtCdParkControl_PpACFMAStatus_DeMAACFStatus|Dt_RECORD_ParkACFStatus
Rte_IStatus_RParkControlLogic20ms_PpACFMAStatus_DeACAHFCameraDetectionLogics|void
Rte_IRead_RParkControlLogic20ms_PpACFOBS2ACFSMS_DeACFObsSMResult|void
Rte_IStatus_RParkControlLogic20ms_PpACFOBS2ACFSMS_DeACFObsSMResult|void
Rte_IRead_RParkControlLogic20ms_PpACFSM_DeACFSM|void
Rte_IStatus_RParkControlLogic20ms_PpACFSM_DeACFSM|void
Rte_Read_CtCdParkControl_PpDiagCoding_DeCoding|Dt_RECORD_Diag_Coding
Rte_IsUpdated_CtCdParkControl_PpDiagCoding_DeCoding|void
Rte_Read_CtCdParkControl_PpDiagCoding_DePermitCodingPersistence|Dt_ENUM_PermitCodingPersistence
Rte_IsUpdated_CtCdParkControl_PpDiagCoding_DePermitCodingPersistence|void
Rte_Read_CtCdParkControl_PpDiagGlobalRead_DeDeactivate_hardware_in_the_loop_mode_0x0BEA|Dt_RECORD_Anpassung_Deactivate_hardware_in_the_loop_mode_0x0BEA
Rte_IsUpdated_CtCdParkControl_PpDiagGlobalRead_DeDeactivate_hardware_in_the_loop_mode_0x0BEA|void
Rte_Read_CtCdParkControl_PpDiagGlobalRead_DePlatform_zFAS_hil_mode_0x0500|Dt_RECORD_Anpassung_Platform_zFAS_hil_mode_0x0500
Rte_IsUpdated_CtCdParkControl_PpDiagGlobalRead_DePlatform_zFAS_hil_mode_0x0500|void
Rte_Read_CtCdParkControl_PpDiagGlobalRead_DeRoller_Test_Stand_Mode_0x04FB|Dt_RECORD_Anpassung_Roller_Test_Stand_Mode_0x04FB
Rte_IsUpdated_CtCdParkControl_PpDiagGlobalRead_DeRoller_Test_Stand_Mode_0x04FB|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeAcoustic_Indicator_For_Activation_0x252C|Dt_RECORD_Anpassung_Acoustic_Indicator_For_Activation_0x252C
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeAcoustic_Indicator_For_Activation_0x252C|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeAcoustic_Warning_Folding_Top_0x091F|Dt_RECORD_Anpassung_Acoustic_Warning_Folding_Top_0x091F
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeAcoustic_Warning_Folding_Top_0x091F|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeAudio_Volume_Control_Request_0x2530|Dt_RECORD_Anpassung_Audio_Volume_Control_Request_0x2530
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeAudio_Volume_Control_Request_0x2530|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeCustomer_focused_offroad_drive_0x09CC|Dt_RECORD_Anpassung_Customer_focused_offroad_drive_0x09CC
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeCustomer_focused_offroad_drive_0x09CC|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeDeactivating_of_start_stop_function_0x0928|Dt_RECORD_Anpassung_Deactivating_of_start_stop_function_0x0928
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeDeactivating_of_start_stop_function_0x0928|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeDeactivation_Stop_Inhibit_From_Parking_Aid_0x3B70|Dt_RECORD_Anpassung_Deactivation_Stop_Inhibit_From_Parking_Aid_0x3B70
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeDeactivation_Stop_Inhibit_From_Parking_Aid_0x3B70|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeDeactivation_Stop_Inhibit_From_Parking_Assist_0x3B71|Dt_RECORD_Anpassung_Deactivation_Stop_Inhibit_From_Parking_Assist_0x3B71
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeDeactivation_Stop_Inhibit_From_Parking_Assist_0x3B71|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeDebounce_Time_Reverse_Gear_Detection_0x2500|Dt_RECORD_Anpassung_Debounce_Time_Reverse_Gear_Detection_0x2500
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeDebounce_Time_Reverse_Gear_Detection_0x2500|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeFS_curb_lifter_profile_0x0516|Dt_RECORD_Anpassung_FS_curb_lifter_profile_0x0516
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeFS_curb_lifter_profile_0x0516|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeGP_garage_pilot_0x0513|Dt_RECORD_Anpassung_GP_garage_pilot_0x0513
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeGP_garage_pilot_0x0513|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_adjust_calculation_breaking_distance_0x056B|Dt_RECORD_Anpassung_IPA_adjust_calculation_breaking_distance_0x056B
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_adjust_calculation_breaking_distance_0x056B|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_Curb_crossing_0x050E|Dt_RECORD_Anpassung_IPA_Curb_crossing_0x050E
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_Curb_crossing_0x050E|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_Intelligent_park_assist_0x050F|Dt_RECORD_Anpassung_IPA_Intelligent_park_assist_0x050F
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_Intelligent_park_assist_0x050F|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_minimum_speed_limitation_0x0568|Dt_RECORD_Anpassung_IPA_minimum_speed_limitation_0x0568
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_minimum_speed_limitation_0x0568|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_new_functions_0x056A|Dt_RECORD_Anpassung_IPA_new_functions_0x056A
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_new_functions_0x056A|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_piloted_finish_of_manually_unfinished_park_attempt_0x056C|Dt_RECORD_Anpassung_IPA_piloted_finish_of_manually_unfinished_park_attempt_0x056C
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_piloted_finish_of_manually_unfinished_park_attempt_0x056C|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_set_development_mode_minimum_speed_limitation_0x0569|Dt_RECORD_Anpassung_IPA_set_development_mode_minimum_speed_limitation_0x0569
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_set_development_mode_minimum_speed_limitation_0x0569|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_Steering_recommendation_for_minimum_distance_0x050D|Dt_RECORD_Anpassung_IPA_Steering_recommendation_for_minimum_distance_0x050D
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_Steering_recommendation_for_minimum_distance_0x050D|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeIPA_threshold_maneuver_assist_0x056D|Dt_RECORD_Anpassung_IPA_threshold_maneuver_assist_0x056D
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeIPA_threshold_maneuver_assist_0x056D|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeMA_Steering_0x0514|Dt_RECORD_Anpassung_MA_Steering_0x0514
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeMA_Steering_0x0514|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeMA_Threshold_collission_analysis_0x0515|Dt_RECORD_Anpassung_MA_Threshold_collission_analysis_0x0515
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeMA_Threshold_collission_analysis_0x0515|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeManeuver_assist_0x0AF2|Dt_RECORD_Anpassung_Maneuver_assist_0x0AF2
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeManeuver_assist_0x0AF2|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePark_assist_distance_from_kerb_0x0BC0|Dt_RECORD_Anpassung_Park_assist_distance_from_kerb_0x0BC0
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePark_assist_distance_from_kerb_0x0BC0|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePark_assist_excess_length_vehicle_attachements_0x0BBE|Dt_RECORD_Anpassung_Park_assist_excess_length_vehicle_attachements_0x0BBE
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePark_assist_excess_length_vehicle_attachements_0x0BBE|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePark_assist_excess_width_vehicle_attachements_0x0BBF|Dt_RECORD_Anpassung_Park_assist_excess_width_vehicle_attachements_0x0BBF
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePark_assist_excess_width_vehicle_attachements_0x0BBF|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePark_assist_parking_slot_visualisation_0x0BC1|Dt_RECORD_Anpassung_Park_assist_parking_slot_visualisation_0x0BC1
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePark_assist_parking_slot_visualisation_0x0BC1|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePark_assist_parking_speed_0x0BC2|Dt_RECORD_Anpassung_Park_assist_parking_speed_0x0BC2
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePark_assist_parking_speed_0x0BC2|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePark_assist_parking_speed_menu_0x0BC3|Dt_RECORD_Anpassung_Park_assist_parking_speed_menu_0x0BC3
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePark_assist_parking_speed_menu_0x0BC3|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePDC_Maximum_Speed_Limitation_0x25E9|Dt_RECORD_Anpassung_PDC_Maximum_Speed_Limitation_0x25E9
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePDC_Maximum_Speed_Limitation_0x25E9|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePDC_Rear_Lid_Assistance_Adaption_0x0510|Dt_RECORD_Anpassung_PDC_Rear_Lid_Assistance_Adaption_0x0510
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePDC_Rear_Lid_Assistance_Adaption_0x0510|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePP_GP_Deactivating_through_zFAS_Thermal_Helath_Status_0x0562|Dt_RECORD_Anpassung_PP_GP_Deactivating_through_zFAS_Thermal_Helath_Status_0x0562
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePP_GP_Deactivating_through_zFAS_Thermal_Helath_Status_0x0562|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePP_GP_limit_zFAS_Thermal_Helath_Status_function_abort_0x0564|Dt_RECORD_Anpassung_PP_GP_limit_zFAS_Thermal_Helath_Status_function_abort_0x0564
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePP_GP_limit_zFAS_Thermal_Helath_Status_function_abort_0x0564|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePP_GP_limit_zFAS_Thermal_Helath_Status_function_activation_0x0563|Dt_RECORD_Anpassung_PP_GP_limit_zFAS_Thermal_Helath_Status_function_activation_0x0563
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePP_GP_limit_zFAS_Thermal_Helath_Status_function_activation_0x0563|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DePP_parking_variants_piloted_0x0512|Dt_RECORD_Anpassung_PP_parking_variants_piloted_0x0512
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DePP_parking_variants_piloted_0x0512|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeProductionmode_0x04FE|Dt_RECORD_Anpassung_Productionmode_0x04FE
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeProductionmode_0x04FE|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeSet_Development_Mode_Stationary_Functions_0x055A|Dt_RECORD_Anpassung_Set_Development_Mode_Stationary_Functions_0x055A
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeSet_Development_Mode_Stationary_Functions_0x055A|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeSet_Development_Mode_Top_Speed_Limitation_0x055B|Dt_RECORD_Anpassung_Set_Development_Mode_Top_Speed_Limitation_0x055B
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeSet_Development_Mode_Top_Speed_Limitation_0x055B|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeVisual_Indicator_0x2531|Dt_RECORD_Anpassung_Visual_Indicator_0x2531
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeVisual_Indicator_0x2531|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeVolume_Level_Folding_Top_Increment_0x252F|Dt_RECORD_Anpassung_Volume_Level_Folding_Top_Increment_0x252F
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeVolume_Level_Folding_Top_Increment_0x252F|void
Rte_Read_CtCdParkControl_PpDiagParkControlRead_DeVolume_Level_Folding_Top_Offset_0x252E|Dt_RECORD_Anpassung_Volume_Level_Folding_Top_Offset_0x252E
Rte_IsUpdated_CtCdParkControl_PpDiagParkControlRead_DeVolume_Level_Folding_Top_Offset_0x252E|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeColmCfg|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeColmCfg|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeCustomerCfg_R|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeCustomerCfg_R|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeDapmCfg|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeDapmCfg|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeFilmCfg|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeFilmCfg|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeIpaCfg_R|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeIpaCfg_R|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeMopmCfg|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeMopmCfg|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeOdomCfg|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeOdomCfg|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeStateConfig|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeStateConfig|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeVctmCfg|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeVctmCfg|void
Rte_IRead_RParkControlLogic20ms_PpDsParkControlDataSet_DeVdimCfg|void
Rte_IStatus_RParkControlLogic20ms_PpDsParkControlDataSet_DeVdimCfg|void
Rte_IRead_RParkControlLogic20ms_PpEDRinhibitPiDriving_DeEDRinhibitPiDriving|void
Rte_IStatus_RParkControlLogic20ms_PpEDRinhibitPiDriving_DeEDRinhibitPiDriving|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DeFRACFout|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DeFRACFout|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_EA_01|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_EA_01|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_EA_02|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_EA_02|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_HCA_01|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_HCA_01|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_HCA_02|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_HCA_02|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_LDW_02|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_LDW_02|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_PACC_CAC|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_PACC_CAC|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_STP_02|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_STP_02|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_USS_01|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_USS_01|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_ZFAS_VZO|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_ZFAS_VZO|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DePduGrp_ZFAS_WZO|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DePduGrp_ZFAS_WZO|void
Rte_IRead_RParkControlLogic20ms_PpFRACFout_DeTraceData|void
Rte_IStatus_RParkControlLogic20ms_PpFRACFout_DeTraceData|void
Rte_IRead_RParkControlLogic20ms_PpFRParkControlin_DeFRParkControlin|void
Rte_IStatus_RParkControlLogic20ms_PpFRParkControlin_DeFRParkControlin|void
Rte_IRead_RParkControlLogic20ms_PpFRParkMonitorin_DeFRParkMonitorin|void
Rte_IStatus_RParkControlLogic20ms_PpFRParkMonitorin_DeFRParkMonitorin|void
Rte_IRead_RParkControlLogic20ms_PpGwSmaRequest_DeGwSmaRequest|void
Rte_IStatus_RParkControlLogic20ms_PpGwSmaRequest_DeGwSmaRequest|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH0_LIN_REAR_current_mV|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH0_LIN_REAR_current_mV|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH0_LIN_REAR_deactivated|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH0_LIN_REAR_deactivated|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH0_LIN_REAR_ShortToVbat_detected|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH0_LIN_REAR_ShortToVbat_detected|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH1_LIN_FRNT_current_mV|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH1_LIN_FRNT_current_mV|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH1_LIN_FRNT_deactivated|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH1_LIN_FRNT_deactivated|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH1_LIN_FRNT_ShortToVbat_detected|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH1_LIN_FRNT_ShortToVbat_detected|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH2_SPEAKER_REAR_current_mV|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH2_SPEAKER_REAR_current_mV|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH2_SPEAKER_REAR_deactivated|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH2_SPEAKER_REAR_deactivated|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH3_SPEAKER_FRONT_current_mV|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH3_SPEAKER_FRONT_current_mV|void
Rte_IRead_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH3_SPEAKER_FRONT_deactivated|void
Rte_IStatus_RParkControlLogic20ms_PpHSS_PSSUP_STATUS_DeCH3_SPEAKER_FRONT_deactivated|void
Rte_IRead_RParkControlLogic20ms_PpHSSwitchCtrl2ParkCtrl_DeHSSwitchCtrl2ParkCtrl|void
Rte_IStatus_RParkControlLogic20ms_PpHSSwitchCtrl2ParkCtrl_DeHSSwitchCtrl2ParkCtrl|void
Rte_IRead_RParkControlLogic20ms_PpKASPark_DeKASPark|void
Rte_IStatus_RParkControlLogic20ms_PpKASPark_DeKASPark|void
Rte_IRead_RParkControlLogic20ms_PpParkMonitor2Control_DeParkMonitor2Control|void
Rte_IStatus_RParkControlLogic20ms_PpParkMonitor2Control_DeParkMonitor2Control|void
Rte_IRead_RParkControlLogic20ms_PpParkProcessing2Control_DeLaufzeitModusPPRPAC|void
Rte_IStatus_RParkControlLogic20ms_PpParkProcessing2Control_DeLaufzeitModusPPRPAC|void
Rte_IRead_RParkControlLogic20ms_PpParkProcessing2Control_DeParkProcessing2Control|void
Rte_IStatus_RParkControlLogic20ms_PpParkProcessing2Control_DeParkProcessing2Control|void
Rte_Read_CtCdParkControl_PpPdParkControlRead_DeCustomerCfg_RW_Normal|Dt_RECORD_CustomerCfg_RW
Rte_IsUpdated_CtCdParkControl_PpPdParkControlRead_DeCustomerCfg_RW_Normal|void
Rte_Read_CtCdParkControl_PpPdParkControlRead_DeDriverPreferences_RW_Critical|Dt_RECORD_CONF_personalization_cfg
Rte_IsUpdated_CtCdParkControl_PpPdParkControlRead_DeDriverPreferences_RW_Critical|void
Rte_Read_CtCdParkControl_PpPdParkControlRead_DeDynamicData_Pac_RW_Normal|Dt_RECORD_dynamic_data_pac_rw_cfg
Rte_IsUpdated_CtCdParkControl_PpPdParkControlRead_DeDynamicData_Pac_RW_Normal|void
Rte_Read_CtCdParkControl_PpPdParkControlRead_DeIpaCfg_RW_Normal|Dt_RECORD_IpaCfg_RW
Rte_IsUpdated_CtCdParkControl_PpPdParkControlRead_DeIpaCfg_RW_Normal|void
Rte_Read_CtCdParkControl_PpPdParkProcessingRead_DeDynamicData_Ppr_RW_Normal|Dt_RECORD_dynamic_data_ppr_rw_cfg
Rte_IsUpdated_CtCdParkControl_PpPdParkProcessingRead_DeDynamicData_Ppr_RW_Normal|void
Rte_Read_CtCdParkControl_PpPdParkProcessingRead_DeMapData_RW_Normal|Dt_RECORD_CONF_MapData_RW
Rte_IsUpdated_CtCdParkControl_PpPdParkProcessingRead_DeMapData_RW_Normal|void
Rte_Read_CtCdParkControl_PpPdParkProcessingRead_DeTrajData_RW_Normal|Dt_RECORD_DAS_TrajData_RW
Rte_IsUpdated_CtCdParkControl_PpPdParkProcessingRead_DeTrajData_RW_Normal|void
Rte_IRead_RParkControlLogic20ms_PpPerceptionAvailabilityPark_DePerceptionAvailabilityPark|void
Rte_IStatus_RParkControlLogic20ms_PpPerceptionAvailabilityPark_DePerceptionAvailabilityPark|void
Rte_IRead_RParkControlLogic20ms_PpPFHwMeasurements_DeTHS|void
Rte_IStatus_RParkControlLogic20ms_PpPFHwMeasurements_DeTHS|void
Rte_IRead_RParkControlLogic20ms_PpPFHwMeasurements_DeVBAT_MAIN|void
Rte_IStatus_RParkControlLogic20ms_PpPFHwMeasurements_DeVBAT_MAIN|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeCurConsecutiveSysRestartCnt|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeCurConsecutiveSysRestartCnt|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeIFSETVersion|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeIFSETVersion|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeLCSAPHState|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeLCSAPHState|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeLCSMVHState|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeLCSMVHState|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeLCSSRHState|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeLCSSRHState|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeLCSSSHState|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeLCSSSHState|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeLCSSystemState|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeLCSSystemState|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeTotalSysRestartCnt|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeTotalSysRestartCnt|void
Rte_IRead_RParkControlLogic20ms_PpPFProvidedData_DeVARHWVariant|void
Rte_IStatus_RParkControlLogic20ms_PpPFProvidedData_DeVARHWVariant|void
