# CtApACF
# E:\zFAS-Jenkins\workspace\zFAS_AIT_Master_AAT\_ait\SW\0900_System\02_interfaces\CtApACF\ContractHeader\Rte_CtApACF.h
# Generated at: Tue Sep 10 2019 17:16
Rte_Receive_CtApACF_PpDiagACFRead_DeACA_ResetAcaQBetriebszeitzaehler_0x1011|Dt_RECORD_Routine_ACA_ResetAcaQBetriebszeitzaehler_0x1011_Call
Rte_IRead_RACFCyclic_PpOBFLightOutObjectsACF_DeObjectListOBFLightOutACF|void
Rte_IStatus_RACFCyclic_PpOBFLightOutObjectsACF_DeObjectListOBFLightOutACF|void
Rte_IRead_RACFCyclic_PpParkKAS_DeParkKAS|void
Rte_IStatus_RACFCyclic_PpParkKAS_DeParkKAS|void
Rte_IRead_RACFCyclic_PpParkMAStatus_DeIPAState|void
Rte_IStatus_RACFCyclic_PpParkMAStatus_DeIPAState|void
Rte_IRead_RACFCyclic_PpParkMAStatus_DeLaufzeitAnforderungPACPPR|void
Rte_IStatus_RACFCyclic_PpParkMAStatus_DeLaufzeitAnforderungPACPPR|void
Rte_IRead_RACFCyclic_PpParkMAStatus_DeLaufzeitModusPACSTP|void
Rte_IStatus_RACFCyclic_PpParkMAStatus_DeLaufzeitModusPACSTP|void
Rte_IRead_RACFCyclic_PpParkMAStatus_DeParkMAStatus|void
Rte_IStatus_RACFCyclic_PpParkMAStatus_DeParkMAStatus|void
Rte_Read_CtApACF_PpPdACFRead_DeACFRW_Normal|Dt_RECORD_ACFRW
Rte_IsUpdated_CtApACF_PpPdACFRead_DeACFRW_Normal|void
Rte_IRead_RACFCyclic_PpPerceptionAvailabilityACFObs_DePerceptionAvailabilityACFObs|void
Rte_IStatus_RACFCyclic_PpPerceptionAvailabilityACFObs_DePerceptionAvailabilityACFObs|void
Rte_IRead_RACFCyclic_PpPFHwMeasurements_DeTHS|void
Rte_IStatus_RACFCyclic_PpPFHwMeasurements_DeTHS|void
Rte_IRead_RACFCyclic_PpPFHwMeasurements_DeVBAT_MAIN|void
Rte_IStatus_RACFCyclic_PpPFHwMeasurements_DeVBAT_MAIN|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeCurConsecutiveSysRestartCnt|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeCurConsecutiveSysRestartCnt|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeIFSETVersion|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeIFSETVersion|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeLCSAPHState|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeLCSAPHState|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeLCSMVHState|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeLCSMVHState|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeLCSSRHState|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeLCSSRHState|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeLCSSSHState|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeLCSSSHState|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeLCSSystemState|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeLCSSystemState|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeTotalSysRestartCnt|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeTotalSysRestartCnt|void
Rte_IRead_RACFCyclic_PpPFProvidedData_DeVARHWVariant|void
Rte_IStatus_RACFCyclic_PpPFProvidedData_DeVARHWVariant|void
Rte_IRead_RACFCyclic_PpRGExtPSD_DeRGExtPSD|void
Rte_IStatus_RACFCyclic_PpRGExtPSD_DeRGExtPSD|void
Rte_IRead_RACFCyclic_PpRGLanes_DeLanes|void
Rte_IStatus_RACFCyclic_PpRGLanes_DeLanes|void
Rte_IRead_RACFCyclic_PpRGLVZE_DeBVTS|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DeBVTS|void
Rte_IRead_RACFCyclic_PpRGLVZE_DePduGrp_BVTS_xx|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DePduGrp_BVTS_xx|void
Rte_IRead_RACFCyclic_PpRGLVZE_DePduGrp_VZE_01|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DePduGrp_VZE_01|void
Rte_IRead_RACFCyclic_PpRGLVZE_DePduGrp_VZE_02|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DePduGrp_VZE_02|void
Rte_IRead_RACFCyclic_PpRGLVZE_DePduGrp_VZE_03|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DePduGrp_VZE_03|void
Rte_IRead_RACFCyclic_PpRGLVZE_DePduGrp_VZE_05|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DePduGrp_VZE_05|void
Rte_IRead_RACFCyclic_PpRGLVZE_DeTraceData|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DeTraceData|void
Rte_IRead_RACFCyclic_PpRGLVZE_DeVZE|void
Rte_IStatus_RACFCyclic_PpRGLVZE_DeVZE|void
Rte_IRead_RACFCyclic_PpSwapACF_DeSWAPActivationACF|void
Rte_IStatus_RACFCyclic_PpSwapACF_DeSWAPActivationACF|void
Rte_Send_CtApACF_PpACFEDRPiDriving_DeACFEDRPiDriving|Dt_RECORD_ACF_EDRPiDriving
Rte_Send_CtApACF_PpACFMAStatus_DeMAACFStatus|Dt_RECORD_ParkACFStatus
Rte_Send_CtApACF_PpDiagACFWrite_DeACA_ResetAcaQBetriebszeitzaehler_0x1011|Dt_RECORD_Routine_ACA_ResetAcaQBetriebszeitzaehler_0x1011_RetVal
Rte_Send_CtApACF_PpDiagACFWrite_DeALDW_ResetAldwBetriebszeitzaehler_0x1010|Dt_RECORD_Routine_ALDW_ResetAldwBetriebszeitzaehler_0x1010_RetVal
Rte_Write_CtApACF_Bap_Freigabe_LDW_HCA_BapFreigabe|Dt_BOOL
Rte_Write_CtApACF_Bap_Freigabe_MKE_BapFreigabe|Dt_BOOL
Rte_IWrite_RACFCyclic_PpACF2ACFOBS_DeACF_LFV_NL|Dt_RECORD_ACF_LFV_NL
Rte_IWriteRef_RACFCyclic_PpACF2ACFOBS_DeACF_LFV_NL|void
Rte_IWrite_RACFCyclic_PpACF2ACFOBS_DeBP|Dt_RECORD_ACFBp
Rte_IWriteRef_RACFCyclic_PpACF2ACFOBS_DeBP|void
Rte_IWrite_RACFCyclic_PpACF2ACFSMS_DeFCT|Dt_RECORD_ACFFct
Rte_IWriteRef_RACFCyclic_PpACF2ACFSMS_DeFCT|void
Rte_IWrite_RACFCyclic_PpACF2ACFSMS_DeFZE|Dt_RECORD_ACFFze
Rte_IWriteRef_RACFCyclic_PpACF2ACFSMS_DeFZE|void
Rte_IWrite_RACFCyclic_PpACF2ASM_DeACFAsmAca|Dt_RECORD_ASM
Rte_IWriteRef_RACFCyclic_PpACF2ASM_DeACFAsmAca|void
Rte_IWrite_RACFCyclic_PpACFMAStatus_DeACAHFCameraDetectionLogics|Dt_RECORD_ACAHFCameraDetectionLogics
Rte_IWriteRef_RACFCyclic_PpACFMAStatus_DeACAHFCameraDetectionLogics|void
Rte_IWrite_RACFCyclic_PpACFStatusProfileMaster_DeACFStatusProfileMaster|Dt_RECORD_ACFStatusProfileMaster
Rte_IWriteRef_RACFCyclic_PpACFStatusProfileMaster_DeACFStatusProfileMaster|void
Rte_Write_CtApACF_PpDiagACFWrite_DeMesswerte_ACF|Dt_RECORD_Messwert_ACF
Rte_IWrite_RACFCyclic_PpFoDReadyToRun_ACF_DeFoDReadyToRun_aLDW|Dt_RECORD_FoDReadyToRun
Rte_IWriteRef_RACFCyclic_PpFoDReadyToRun_ACF_DeFoDReadyToRun_aLDW|void
Rte_IWrite_RACFCyclic_PpFoDReadyToRun_ACF_DeFoDReadyToRun_EA|Dt_RECORD_FoDReadyToRun
Rte_IWriteRef_RACFCyclic_PpFoDReadyToRun_ACF_DeFoDReadyToRun_EA|void
Rte_IWrite_RACFCyclic_PpFRACFout_DeFRACFout|Dt_RECORD_FRACFout
Rte_IWriteRef_RACFCyclic_PpFRACFout_DeFRACFout|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_EA_01|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_EA_01|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_EA_02|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_EA_02|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_HCA_01|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_HCA_01|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_HCA_02|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_HCA_02|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_LDW_02|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_LDW_02|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_PACC_CAC|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_PACC_CAC|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_STP_02|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_STP_02|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_USS_01|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_USS_01|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_ZFAS_VZO|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_ZFAS_VZO|void
Rte_IWrite_RACFCyclic_PpFRACFout_DePduGrp_ZFAS_WZO|Dt_BOOL_PduGroup
Rte_IWriteRef_RACFCyclic_PpFRACFout_DePduGrp_ZFAS_WZO|void
Rte_IWrite_RACFCyclic_PpFRACFout_DeTraceData|Dt_RECORD_TraceData
Rte_IWriteRef_RACFCyclic_PpFRACFout_DeTraceData|void
Rte_Write_CtApACF_PpPdACFWrite_DeACFRW_Normal|Dt_RECORD_ACFRW
Rte_Call_CtApACF_BapGet_LDW_HCA_State|UInt8
Rte_Result_CtApACF_BapGet_LDW_HCA_State|Dt_BOOL
Rte_Call_CtApACF_BapGet_MKE_State|UInt8
Rte_Result_CtApACF_BapGet_MKE_State|Dt_BOOL
Rte_Call_CtApACF_BapPropInit_LDW_HCA_BAP_Config_BAP_InitSendBufferByteSequence|byteSequence6_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_BAP_Config_BAP_InitSendBufferByteSequence|byteSequence6_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_EmergencyAssist_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_EmergencyAssist_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_FSG_Control_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_LDW_HCA_FSG_Control_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_LDW_HCA_FSG_OperationState_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_LDW_HCA_FSG_OperationState_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_LDW_HCA_FSG_Setup_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_LDW_HCA_FSG_Setup_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_LDW_HCA_FunctionList_BAP_InitSendBufferByteSequence|byteSequence8_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_FunctionList_BAP_InitSendBufferByteSequence|byteSequence8_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_HeartBeat_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_LDW_HCA_HeartBeat_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_LDW_HCA_LaneDepartureWarning_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_LaneDepartureWarning_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_SportDriveRecognition_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_SportDriveRecognition_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_Systemmode_BAP_InitSendBufferByteSequence|byteSequence2_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_Systemmode_BAP_InitSendBufferByteSequence|byteSequence2_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_WarningIntensity_BAP_InitSendBufferByteSequence|byteSequence2_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_WarningIntensity_BAP_InitSendBufferByteSequence|byteSequence2_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_WarningSound_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_WarningSound_BAP_InitSendBufferByteSequence|byteSequence3_t
Rte_Call_CtApACF_BapPropInit_LDW_HCA_WarningTime_BAP_InitSendBufferByteSequence|byteSequence2_t
Rte_Result_CtApACF_BapPropInit_LDW_HCA_WarningTime_BAP_InitSendBufferByteSequence|byteSequence2_t
Rte_Call_CtApACF_BapPropInit_MKE_BAP_Config_BAP_InitSendBufferByteSequence|byteSequence6_t
Rte_Result_CtApACF_BapPropInit_MKE_BAP_Config_BAP_InitSendBufferByteSequence|byteSequence6_t
Rte_Call_CtApACF_BapPropInit_MKE_DrivingTime_BAP_InitSendBufferByteSequence|byteSequence4_t
Rte_Result_CtApACF_BapPropInit_MKE_DrivingTime_BAP_InitSendBufferByteSequence|byteSequence4_t
Rte_Call_CtApACF_BapPropInit_MKE_FSG_Control_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_MKE_FSG_Control_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_MKE_FSG_OperationState_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_MKE_FSG_OperationState_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_MKE_FunctionList_BAP_InitSendBufferByteSequence|byteSequence8_t
Rte_Result_CtApACF_BapPropInit_MKE_FunctionList_BAP_InitSendBufferByteSequence|byteSequence8_t
Rte_Call_CtApACF_BapPropInit_MKE_HeartBeat_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_MKE_HeartBeat_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_MKE_Message_BAP_InitSendBufferUInt8|Dt_UINT8_1_0
Rte_Result_CtApACF_BapPropInit_MKE_Message_BAP_InitSendBufferUInt8|void
Rte_Call_CtApACF_BapPropInit_MKE_RestAreaRecommendation_BAP_InitSendBufferByteSequence|byteSequence5_t
Rte_Result_CtApACF_BapPropInit_MKE_RestAreaRecommendation_BAP_InitSendBufferByteSequence|byteSequence5_t
Rte_Call_CtApACF_BapRequestError_LDW_HCA_EmergencyAssist_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_EmergencyAssist_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_FSG_Control_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_FSG_Control_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_FSG_OperationState_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_FSG_OperationState_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_FSG_Setup_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_FSG_Setup_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_LaneDepartureWarning_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_LaneDepartureWarning_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_SportDriveRecognition_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_SportDriveRecognition_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_Systemmode_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_Systemmode_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_WarningIntensity_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_WarningIntensity_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_WarningSound_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_WarningSound_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_LDW_HCA_WarningTime_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_LDW_HCA_WarningTime_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_MKE_DrivingTime_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_MKE_DrivingTime_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_MKE_FSG_Control_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_MKE_FSG_Control_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_MKE_FSG_OperationState_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_MKE_FSG_OperationState_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_MKE_Message_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_MKE_Message_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestError_MKE_RestAreaRecommendation_BAP_RequestError|BapError_et
Rte_Result_CtApACF_BapRequestError_MKE_RestAreaRecommendation_BAP_RequestError|void
Rte_Call_CtApACF_BapRequestPropFSG_LDW_HCA_EmergencyAssist_Status_BAP_RequestByteSequence|byteSequence3_t
Rte_Result_CtApACF_BapRequestPropFSG_LDW_HCA_EmergencyAssist_Status_BAP_RequestByteSequence|byteSequence3_t
Rte_Call_CtApACF_BapRequestPropFSG_LDW_HCA_FSG_Control_Status_BAP_RequestUInt8|Dt_UINT8_1_0
